Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA12,EMA26,MACD,Date
1935.0,1970.0,1900.0,1915.0,528038,0.0,0.0,1923.0638052057443,1977.4171613055514,-54.353356099807115,2024-05-20 00:00:00
1915.0,1920.0,1855.0,1870.0,597075,0.0,0.0,1914.9001428663992,1969.4603345421772,-54.560191675778015,2024-05-21 00:00:00
1900.0,1905.0,1855.0,1870.0,473412,0.0,0.0,1907.9924285792608,1962.0929023538677,-54.100473774606826,2024-05-22 00:00:00
1875.0,1910.0,1845.0,1900.0,606536,0.0,0.0,1906.7628241824516,1957.493428105433,-50.730603922981345,2024-05-23 00:00:00
1870.0,1990.0,1865.0,1960.0,894575,0.0,0.0,1914.953158923613,1957.6791000976232,-42.72594117401013,2024-05-24 00:00:00
2010.0,2035.0,1960.0,1960.0,789022,0.0,0.0,1921.883442166134,1957.8510186089104,-35.96757644277636,2024-05-27 00:00:00
1980.0,2125.0,1975.0,2125.0,1638686,0.0,0.0,1953.1321433713442,1970.23242463788,-17.10028126653583,2024-05-28 00:00:00
2075.0,2195.0,2065.0,2085.0,2346287,0.0,0.0,1973.419505929599,1978.7337265165554,-5.3142205869564805,2024-05-29 00:00:00
2040.0,2075.0,1985.0,2045.0,1296112,0.0,0.0,1984.4318896327377,1983.642339367181,0.789550265556727,2024-05-30 00:00:00
2030.0,2060.0,2000.0,2000.0,766499,0.0,0.0,1986.8269835353935,1984.854017932575,1.9729656028184763,2024-05-31 00:00:00
2030.0,2110.0,2025.0,2065.0,728178,0.0,0.0,1998.8536014530255,1990.790757344977,8.062844108048466,2024-06-03 00:00:00
2035.0,2055.0,1970.0,1980.0,767368,0.0,0.0,1995.9530473833292,1989.99144198609,5.961605397239282,2024-06-04 00:00:00
1985.0,2005.0,1935.0,1995.0,573084,0.0,0.0,1995.8064247089708,1990.3624462834166,5.443978425554178,2024-06-05 00:00:00
2040.0,2095.0,2015.0,2025.0,633326,0.0,0.0,2000.2977439845135,1992.9281910031634,7.369552981350125,2024-06-06 00:00:00
2020.0,2025.0,1980.0,1985.0,374190,0.0,0.0,1997.9442449099731,1992.3409175955217,5.603327314451462,2024-06-07 00:00:00
2020.0,2075.0,2000.0,2045.0,1003614,0.0,0.0,2005.1835918469005,1996.2415903662238,8.942001480676709,2024-06-11 00:00:00
2045.0,2060.0,1990.0,2000.0,680408,0.0,0.0,2004.3861161781465,1996.519991079837,7.866125098309567,2024-06-12 00:00:00
2030.0,2065.0,1990.0,2045.0,896126,0.0,0.0,2010.6344059968933,2000.111102851701,10.523303145192358,2024-06-13 00:00:00
2045.0,2245.0,2045.0,2210.0,1949674,0.0,0.0,2041.306035843525,2015.6584285663898,25.647607277135194,2024-06-14 00:00:00
2200.0,2260.0,2175.0,2210.0,878123,0.0,0.0,2067.25895340606,2030.054100524435,37.2048528816249,2024-06-17 00:00:00
2245.0,2295.0,2225.0,2250.0,1255101,0.0,0.0,2095.3729605743583,2046.346389374477,49.026571199881346,2024-06-18 00:00:00
2270.0,2415.0,2235.0,2365.0,1827679,0.0,0.0,2136.854043562919,2069.9503605319233,66.90368303099558,2024-06-19 00:00:00
2350.0,2415.0,2285.0,2310.0,1317160,0.0,0.0,2163.4918830147776,2087.7318153073365,75.76006770744107,2024-06-20 00:00:00
2310.0,2340.0,2180.0,2190.0,1108210,0.0,0.0,2167.570054858658,2095.307236395682,72.2628184629757,2024-06-21 00:00:00
2175.0,2175.0,2050.0,2050.0,985545,0.0,0.0,2149.482354111172,2091.951144810817,57.53120930035493,2024-06-24 00:00:00
2070.0,2120.0,2030.0,2090.0,818161,0.0,0.0,2140.331222709453,2091.8066155655715,48.52460714388144,2024-06-25 00:00:00
2125.0,2225.0,2125.0,2220.0,1215587,0.0,0.0,2152.5879576772295,2101.3024218199735,51.285535857256036,2024-06-26 00:00:00
2205.0,2215.0,2135.0,2150.0,512445,0.0,0.0,2152.1898103422714,2104.909649833309,47.28016050896258,2024-06-27 00:00:00
2185.0,2270.0,2170.0,2240.0,1000303,0.0,0.0,2165.699070289614,2114.916342438249,50.78272785136505,2024-06-28 00:00:00
2235.0,2235.0,2155.0,2170.0,620153,0.0,0.0,2166.36075178352,2118.9966133687494,47.36413841477042,2024-07-01 00:00:00
2150.0,2170.0,2060.0,2085.0,766094,0.0,0.0,2153.8437130475936,2116.478345711805,37.365367335788505,2024-07-02 00:00:00
2115.0,2145.0,2045.0,2115.0,949177,0.0,0.0,2147.8677571941175,2116.368838622042,31.49891857207558,2024-07-03 00:00:00
2100.0,2115.0,1985.0,2000.0,1783801,0.0,0.0,2125.1188714719456,2107.748924650039,17.369946821906524,2024-07-04 00:00:00
1995.0,2015.0,1975.0,1975.0,939144,0.0,0.0,2102.0236604762617,2097.9156709722583,4.107989504003399,2024-07-05 00:00:00
1975.0,2020.0,1880.0,1895.0,1653171,0.0,0.0,2070.173866556837,2082.884880529869,-12.711013973032095,2024-07-08 00:00:00
1900.0,1945.0,1895.0,1935.0,881173,0.0,0.0,2049.3778870865544,2071.930444935064,-22.552557848509423,2024-07-09 00:00:00
1935.0,1950.0,1905.0,1930.0,652379,0.0,0.0,2031.0120583040075,2061.4170786435775,-30.40502033957,2024-07-10 00:00:00
1870.0,2020.0,1870.0,2020.0,1415595,0.0,0.0,2029.3178954880063,2058.3491468922016,-29.031251404195245,2024-07-11 00:00:00
1980.0,2020.0,1895.0,1900.0,1001289,0.0,0.0,2009.4228346436978,2046.6195804557422,-37.196745812044355,2024-07-12 00:00:00
1910.0,1930.0,1855.0,1860.0,880404,0.0,0.0,1986.434706236975,2032.795907829391,-46.36120159241591,2024-07-15 00:00:00
1865.0,1915.0,1840.0,1890.0,673061,0.0,0.0,1971.5985975851327,2022.218433175362,-50.619835590229286,2024-07-16 00:00:00
1885.0,1925.0,1870.0,1875.0,684155,0.0,0.0,1956.7372748797275,2011.313364051261,-54.57608917153357,2024-07-17 00:00:00
1830.0,1860.0,1775.0,1825.0,1272246,0.0,0.0,1936.4700018213077,1997.512374121538,-61.04237230023023,2024-07-18 00:00:00
1815.0,1865.0,1790.0,1790.0,672730,0.0,0.0,1913.9361553872604,1982.1410871495723,-68.20493176231184,2024-07-19 00:00:00
1780.0,1780.0,1615.0,1665.0,1718616,0.0,0.0,1875.6382853276818,1958.6491547681223,-83.0108694404405,2024-07-22 00:00:00
1720.0,1760.0,1650.0,1660.0,989055,0.0,0.0,1842.4631645080385,1936.5269951556688,-94.06383064763031,2024-07-23 00:00:00
1540.0,1625.0,1525.0,1615.0,1080105,0.0,0.0,1807.468831506802,1912.7101806996934,-105.24134919289145,2024-07-26 00:00:00
